name,slug,description,address,city,state,zip,country,latitude,longitude,phone,email,website,denomination,church_network,worship_style,service_times,ministries,languages,kids_ministry,youth_ministry,college_ministry,small_groups,online_service,online_service_url,accessibility,parking_info,profile_image_url,gallery_urls,verified,claimed,featured,active
"First Baptist Church","first-baptist-gainesville","A welcoming Baptist community focused on discipleship and mission work.","751 Green St NW","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 534-7354","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""9:00 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Sunday School, Mission Ministry, Youth Programs","English",true,true,false,true,false,"","Accessible parking available","Ample parking available","","",true,false,false,true
"Central Baptist Church","central-baptist-gainesville","Central location Baptist church serving the Gainesville community.","785 Main St SW","Gainesville","GA","30501","US",34.2815,-83.8320,"(770) 534-3528","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""9:30 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Sunday School, Community Outreach","English",true,true,false,true,false,"","Accessible parking available","Ample parking available","","",true,false,false,true
"Victory Baptist Church","victory-baptist-gainesville","Community-focused Baptist church with strong youth ministry.","145 Clarks Bridge Rd","Gainesville","GA","30501","US",34.2725,-83.8410,"(770) 534-2159","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""9:45 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Youth Ministry, Mission Trips, Small Groups","English",true,true,true,true,false,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Lakewood Baptist Church","lakewood-baptist-gainesville","Family-oriented Baptist church with active ministry programs.","2235 Thompson Bridge Rd","Gainesville","GA","30501","US",34.2945,-83.8155,"(770) 532-6307","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""9:00 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Children's Ministry, Youth Groups, Adult Classes","English",true,true,true,true,false,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Bible Baptist Church","bible-baptist-gainesville","Independent Baptist church serving greater Gainesville.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 534-2456","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Sunday School, Bible Study","English",true,true,false,true,false,"","","Parking available","","",true,false,false,true
"Glory Baptist Church","glory-baptist-gainesville","Gospel-focused Baptist church emphasizing biblical preaching.","P.O. Box 908578","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Baptist","","Contemporary","{""day"":""Sunday"",""time"":""11:00 AM""}","Praise Ministry, Community Service","English",true,true,false,true,false,"","","Parking available","","",true,false,false,true
"Fairview Baptist Church","fairview-baptist-gainesville","Rural Baptist community church with traditional services.","1070 Travis Dr","Gainesville","GA","30501","US",34.2750,-83.8300,"(770) 536-0000","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""10:30 AM""}","Sunday School, Fellowship Meals","English",true,false,false,true,false,"","","Parking available","","",true,false,false,true
"Hillcrest Baptist Church","hillcrest-baptist-gainesville","Community Baptist church with strong discipleship focus.","1920 Driskell Dr","Gainesville","GA","30504","US",34.2900,-83.8400,"(770) 536-0000","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""9:30 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Sunday School, Youth Programs, Small Groups","English",true,true,true,true,false,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Cool Springs Baptist Church","cool-springs-baptist-gainesville","Community Baptist church focused on family ministry.","2118 Cleveland Rd","Gainesville","GA","30506","US",34.2820,-83.8150,"(770) 536-0000","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""},{""day"":""Sunday"",""time"":""11:15 AM""}","Children's Ministry, Youth Ministry, Outreach","English",true,true,true,true,false,"","Wheelchair accessible","Ample parking available","","",true,false,false,true
"Airline Baptist Church","airline-baptist-gainesville","Baptist church serving Gainesville area with community focus.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","www.airlinebaptist.org","Baptist","","Traditional","{""day"":""Sunday"",""time"":""9:00 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Sunday School, Mission Ministry","English",true,true,false,true,false,"","","Parking available","","",true,false,false,true
"Hopewell Baptist Church","hopewell-baptist-gainesville","Historic Baptist church with long community heritage.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""11:00 AM""}","Sunday School, Community Service","English",true,false,false,true,false,"","","Parking available","","",true,false,false,true
"Pinecrest Baptist Church","pinecrest-baptist-gainesville","Baptist church emphasizing spiritual growth and community.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Youth Programs","English",true,true,false,true,false,"","","Parking available","","",true,false,false,true
"Springway Baptist Church","springway-baptist-gainesville","Community-centered Baptist church with active ministries.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""10:30 AM""}","Children's Ministry, Youth Ministry, Small Groups","English",true,true,true,true,false,"","","Parking available","","",true,false,false,true
"Flat Creek Baptist Church","flat-creek-baptist-gainesville","Rural Baptist church with strong community ties.","5504 Flat Creek Rd","Gainesville","GA","30504","US",34.2500,-83.8500,"(770) 536-0000","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Service","English",true,false,false,true,false,"","","Parking available","","",true,false,false,true
"Chicopee Baptist Church","chicopee-baptist-gainesville","Community Baptist congregation serving Gainesville area.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""10:30 AM""}","Sunday School, Youth Programs","English",true,true,false,true,false,"","","Parking available","","",true,false,false,true
"Corinth Baptist Church","corinth-baptist-gainesville","Baptist church with emphasis on discipleship and service.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""11:00 AM""}","Sunday School, Community Outreach","English",true,false,false,true,false,"","","Parking available","","",true,false,false,true
