name,slug,description,address,city,state,zip,country,latitude,longitude,phone,email,website,denomination,church_network,worship_style,service_times,ministries,languages,kids_ministry,youth_ministry,college_ministry,small_groups,online_service,online_service_url,accessibility,parking_info,profile_image_url,gallery_urls,verified,claimed,featured,active
"Gainesville First United Methodist Church","gainesville-first-umc","Historic Methodist church with active community programs and spiritual growth opportunities.","2780 Thompson Bridge Rd","Gainesville","GA","30506","US",34.2945,-83.8155,"(770) 536-2341","","www.gfumc.com","Methodist","UMC","Traditional","{""day"":""Sunday"",""time"":""9:00 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Sunday School, Community Service, Youth Ministry, Small Groups","English",true,true,true,true,true,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"New Hope United Methodist Church","new-hope-umc-gainesville","Welcoming Methodist community focused on faith and service.","4815 Dawsonville Hwy","Gainesville","GA","30506","US",34.3200,-83.8100,"(770) 889-7440","info@newhopeumc.org","www.newhopeumc.org","Methodist","UMC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Youth Programs, Community Outreach","English",true,true,false,true,false,"","Wheelchair accessible","Ample parking available","","",true,false,false,true
"St. Paul United Methodist Church","st-paul-umc-gainesville","Methodist church emphasizing hospitality and community.","705 Summitt St SE","Gainesville","GA","30501","US",34.2800,-83.8280,"(770) 536-4910","spumc705@gmail.com","spumc705.org","Methodist","UMC","Traditional","{""day"":""Sunday"",""time"":""9:30 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Sunday School, Youth Ministry, Outreach","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"The Highlands United Methodist Church","highlands-umc-gainesville","Contemporary Methodist church with family-friendly services.","3678 Cleveland Hwy","Gainesville","GA","30501","US",34.2825,-83.7950,"(770) 535-0843","","www.thehighlandschurch.net","Methodist","UMC","Contemporary","{""day"":""Sunday"",""time"":""9:00 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Youth Ministry, Children's Ministry, Small Groups, Contemporary Worship","English",true,true,true,true,true,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Redwine United Methodist Church","redwine-umc-gainesville","Rural Methodist community with strong family ministry.","3285 Poplar Springs Rd","Gainesville","GA","30507","US",34.3100,-83.8400,"(770) 536-5164","","www.redwineumc.org","Methodist","UMC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Children's Ministry, Youth Ministry","English",true,true,false,true,false,"","Wheelchair accessible","Ample parking available","","",true,false,false,true
"Antioch United Methodist Church","antioch-umc-gainesville","Community-focused Methodist church with active outreach.","2922 Antioch Church Rd","Gainesville","GA","30506","US",34.2600,-83.8500,"(770) 536-7351","","","Methodist","UMC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Community Service, Youth Programs","English",true,true,false,true,false,"","Wheelchair accessible","Ample parking available","","",true,false,false,true
"Dunagan Chapel United Methodist Church","dunagan-chapel-umc-gainesville","Rural Methodist chapel with historical significance.","","Gainesville","GA","30507","US",34.3000,-83.8400,"(770) 536-0000","","","Methodist","UMC","Traditional","{""day"":""Sunday"",""time"":""10:30 AM""}","Sunday School, Community Worship","English",false,false,false,true,false,"","","Parking available","","",true,false,false,true
"Hopewell United Methodist Church","hopewell-umc-gainesville","Methodist community church with spiritual focus.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Methodist","UMC","Traditional","{""day"":""Sunday"",""time"":""11:00 AM""}","Sunday School, Community Fellowship","English",true,false,false,true,false,"","","Parking available","","",true,false,false,true
"South Bend United Methodist Church","south-bend-umc-gainesville","Rural Methodist congregation serving Gainesville area.","","Gainesville","GA","30507","US",34.3000,-83.8500,"(770) 536-0000","","","Methodist","UMC","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Youth Programs","English",true,true,false,true,false,"","","Parking available","","",true,false,false,true
"Candler United Methodist Church","candler-umc-gainesville","Small Methodist community with traditional worship.","","Gainesville","GA","30507","US",34.3050,-83.8450,"(770) 536-0000","","","Methodist","UMC","Traditional","{""day"":""Sunday"",""time"":""10:30 AM""}","Sunday School, Community Worship","English",false,false,false,true,false,"","","Parking available","","",true,false,false,true
