name,slug,description,address,city,state,zip,country,latitude,longitude,phone,email,website,denomination,church_network,worship_style,service_times,ministries,languages,kids_ministry,youth_ministry,college_ministry,small_groups,online_service,online_service_url,accessibility,parking_info,profile_image_url,gallery_urls,verified,claimed,featured,active
"Mission Gainesville","mission-gainesville","Modern neighborhood church launching new era of community service and faith.","1397 Thompson Bridge Road","Gainesville","GA","30501","US",34.2920,-83.8180,"(770) 536-0000","","missiongainesville.com","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""}","Outreach, Leadership Development, Neighborhood Service, Discipleship","English",true,true,true,true,true,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Gainesville Reformed Presbyterian Fellowship","grp-fellowship-gainesville","Reformed Presbyterian congregation with theological depth and community presence.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","gainesvillerpc.com","Presbyterian","RPC","Liturgical","{""day"":""Sunday"",""time"":""10:00 AM""}","Theological Education, Community Service, Worship, Small Groups","English",true,false,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Living Waters Community Church","living-waters-community-church","Spirit-filled community church with healing and restoration ministry.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:30 AM""}","Healing Ministry, Restoration, Prayer, Community Service","English",true,true,false,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Eternal Refuge Sanctuary","eternal-refuge-sanctuary-gainesville","Sanctuary for spiritual refuge and eternal truth seeking.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""}","Spiritual Direction, Prayer, Community Fellowship, Worship","English",true,true,false,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
"City Bible Church","city-bible-church-gainesville","Bible-centered church with emphasis on Scripture and teaching.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Traditional","{""day"":""Sunday"",""time"":""9:30 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Bible Study, Teaching Ministry, Youth Programs, Small Groups","English",true,true,true,true,true,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Strength in God Church","strength-in-god-church-gainesville","Faith community centered on God's strength and empowerment.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:30 AM""}","Prayer Ministry, Worship, Community Outreach, Empowerment","English",true,true,false,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
"New Believers Fellowship","new-believers-fellowship-gainesville","Community for new believers emphasizing spiritual growth and discipleship.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""}","Discipleship, Spiritual Formation, Mentoring, Youth Ministry","English",true,true,true,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Valley Praise Church","valley-praise-church-gainesville","Congregation centered on joyful worship and community praise.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:30 AM""}","Worship Ministry, Praise, Youth Ministry, Community Fellowship","English",true,true,false,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Hope Outreach Ministry","hope-outreach-ministry-gainesville","Community ministry bringing hope through outreach and service.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""}","Community Outreach, Hope Ministry, Compassion, Service","English, Spanish",true,true,false,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Rock of Ages Baptist","rock-of-ages-baptist-gainesville","Traditional Baptist church with firm biblical foundation.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Baptist","","Traditional","{""day"":""Sunday"",""time"":""10:00 AM""}","Sunday School, Youth Ministry, Biblical Teaching, Community","English",true,true,false,true,false,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Faithful Witness Church","faithful-witness-church-gainesville","Church dedicated to faithful witness and evangelical outreach.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""9:30 AM""},{""day"":""Sunday"",""time"":""11:00 AM""}","Evangelism, Witness Ministry, Community Outreach, Discipleship","English",true,true,true,true,true,"","Wheelchair accessible, Accessible restrooms","Ample parking available","","",true,false,false,true
"Grace Outreach Center","grace-outreach-center-gainesville","Community outreach center emphasizing grace and service.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Non-Denominational","","Contemporary","{""day"":""Sunday"",""time"":""10:30 AM""}","Community Service, Grace Ministry, Compassion, Outreach","English, Spanish",true,true,false,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
"Kingdom Light Baptist","kingdom-light-baptist-gainesville","Baptist church shining light of God's kingdom in community.","","Gainesville","GA","30501","US",34.2835,-83.8247,"(770) 536-0000","","","Baptist","","Contemporary","{""day"":""Sunday"",""time"":""10:00 AM""},{""day"":""Sunday"",""time"":""6:00 PM""}","Youth Ministry, Community Outreach, Worship, Discipleship","English",true,true,true,true,true,"","Wheelchair accessible","Parking available","","",true,false,false,true
